customer_id,account_age_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,average_transaction_value,median_transaction_value,total_spend,days_since_last_success,previous_recovery_attempts,previous_recoveries,customer_segment
C101018,70,4,4,0,0.995,1721.53,1540.21,6942.93,22,0,0,new
C101019,734,24,21,3,0.8626,5158.38,4422.46,105237.04,41,0,0,regular
C101020,578,23,22,1,0.9418,5638.58,4970.74,139702.84,68,0,0,regular
C101021,175,49,40,9,0.8211,8098.75,7445.83,362083.42,20,1,1,regular
C101022,1360,64,58,6,0.9068,8371.94,7232.63,502666.54,62,0,0,high_value
C101023,672,10,9,1,0.87,4483.6,3996.65,45986.03,93,0,0,regular
C101024,159,37,35,2,0.937,1286.5,1156.68,43340.56,17,0,0,regular
C101025,593,36,33,3,0.9231,6124.6,4813.21,177129.11,1,0,0,regular
C101026,1007,28,26,2,0.9443,13652.08,11184.82,306785.25,89,2,2,high_value
C101027,432,43,37,6,0.8547,4273.08,3888.2,173919.63,48,2,2,regular
C101028,466,22,19,3,0.8515,5622.1,4388.82,103086.28,22,1,0,regular
C101029,185,11,10,1,0.9414,10013.11,9502.5,110953.44,105,1,1,regular
C101030,292,12,10,2,0.8621,13591.86,13555.32,134236.0,51,2,2,regular
C101031,1178,37,32,5,0.8738,2589.19,2488.47,70703.8,14,0,0,regular
C101032,767,14,11,3,0.7986,2043.29,1747.82,22669.33,37,0,0,regular
C101033,865,81,81,0,0.995,8901.09,7903.82,741437.95,69,1,1,high_value
C101034,610,38,38,0,0.995,5204.55,4872.36,194895.99,34,1,0,regular
C101035,279,43,36,7,0.8482,2187.92,2063.88,86752.76,112,0,0,regular
C101036,564,27,26,1,0.9713,4455.39,4520.44,120844.84,75,2,2,regular
C101037,225,45,41,4,0.9064,6440.47,5785.58,253344.33,8,1,1,regular
C101038,765,18,14,4,0.8041,2151.12,1806.7,32094.23,41,0,0,regular
C101039,26,2,1,1,0.7442,704.4,610.66,666.28,41,0,0,new
C101040,40,1,1,0,0.8355,1994.2,1996.96,2196.73,17,0,0,new
C101041,565,7,6,1,0.891,3961.89,3691.89,22203.17,4,1,1,regular
C101042,386,37,35,2,0.9352,6824.1,6738.25,250781.65,13,1,1,regular
C101043,344,39,39,0,0.995,3699.47,3528.48,140604.11,81,1,1,regular
C101044,56,4,4,0,0.995,2720.01,2751.84,9578.29,29,0,0,new
C101045,549,46,41,5,0.8809,17318.65,15591.9,737694.38,50,1,1,regular
C101046,16,4,3,1,0.7146,1431.61,1443.03,4144.15,17,1,1,new
C101047,827,32,27,5,0.8339,3041.29,3018.82,85422.3,113,0,0,regular
C101048,119,36,33,3,0.9157,6759.38,6640.02,225729.7,118,0,0,regular
C101049,381,32,29,3,0.9101,8140.92,8184.74,203619.72,82,0,0,regular
C101050,1031,5,4,1,0.8012,5771.65,5229.86,21043.28,39,0,0,regular
C101051,18,2,2,0,0.844,2272.86,2178.03,4819.03,72,2,2,new
C101052,1121,35,29,6,0.8377,5444.2,4972.08,156349.85,46,2,2,regular
C101053,29,2,2,0,0.819,3503.74,3385.68,6937.0,109,1,1,new
C101054,216,13,13,0,0.9862,4769.66,4594.62,52749.35,72,0,0,regular
C101055,285,7,7,0,0.9378,3194.68,3073.34,21039.77,15,0,0,regular
C101056,1632,46,41,5,0.8844,24333.14,21481.98,1048379.69,11,0,0,high_value
C101057,1148,19,17,2,0.8783,8027.33,7795.41,152307.64,94,0,0,regular
C101058,1067,49,45,4,0.914,1733.71,1716.99,79749.04,87,1,1,regular
C101059,984,46,43,3,0.9438,10117.52,9436.62,440358.07,87,0,0,regular
C101060,1747,21,19,2,0.9131,32702.84,29076.64,615820.43,39,5,5,high_value
C101061,451,47,42,5,0.904,3703.95,3647.58,163895.62,80,0,0,regular
C101062,602,15,14,1,0.923,4293.11,4150.7,65479.22,32,0,0,regular
C101063,1019,49,41,8,0.831,10374.84,9261.66,389724.73,76,0,0,regular
C101064,988,25,22,3,0.8659,1378.74,1267.29,32279.4,39,0,0,regular
C101065,1177,65,65,0,0.995,12080.69,11411.4,724904.07,14,0,0,high_value
C101066,1014,7,7,0,0.9605,8672.21,8196.94,52178.61,99,0,0,regular
C101067,455,12,11,1,0.9156,4266.74,3646.56,40945.51,97,0,0,regular
C101068,19,3,3,0,0.899,2869.8,2440.04,7438.2,94,1,0,new
C101069,1017,26,24,2,0.9405,4787.32,4753.63,107318.48,76,0,0,regular
C101070,489,13,12,1,0.896,2811.32,2825.05,29962.54,76,1,1,regular
C101071,917,9,8,1,0.8368,2769.48,2427.44,19398.79,92,0,0,regular
C101072,576,32,32,0,0.995,6898.02,6892.58,197399.62,67,0,0,regular
C101073,1653,54,52,2,0.9634,8272.07,7386.68,370554.91,105,2,2,high_value
C101074,309,8,8,0,0.995,1802.78,1478.51,13745.32,91,4,4,regular
C101075,751,30,30,0,0.995,4842.91,4629.3,159357.75,65,0,0,regular
C101076,606,48,40,8,0.8328,3307.62,2616.37,134439.3,70,0,0,regular
C101077,481,23,19,4,0.8329,2191.56,1769.33,36205.21,114,0,0,regular
C101078,907,13,10,3,0.7382,4697.95,4725.39,45216.67,60,0,0,regular
C101079,61,8,8,0,0.9651,7130.94,6448.01,55846.71,13,1,1,regular
C101080,165,47,45,2,0.9494,4554.74,3843.88,184820.02,101,0,0,regular
C101081,316,33,32,1,0.9833,19154.08,17148.61,589580.07,0,1,1,high_value
C101082,599,21,19,2,0.9242,12785.35,11746.7,231024.93,29,0,0,high_value
C101083,686,43,39,4,0.9047,8374.33,7816.1,325992.26,39,0,0,regular
C101084,496,67,60,7,0.89,17169.42,14827.06,1091138.44,3,0,0,high_value
C101085,742,36,34,2,0.957,10688.66,9330.96,361107.32,25,0,0,regular
C101086,555,8,7,1,0.9264,2461.73,2244.95,15029.58,21,0,0,regular
C101087,743,8,8,0,0.9498,7530.24,7006.13,52203.76,66,1,1,regular
C101088,106,14,13,1,0.9026,5248.76,5254.67,76175.46,105,1,0,regular
C101089,687,12,12,0,0.9809,2254.25,1970.55,28631.59,33,0,0,regular
C101090,718,28,27,1,0.9479,5335.35,5281.6,150847.17,46,0,0,regular
C101091,390,22,18,4,0.8388,14229.02,14490.44,287871.35,82,1,0,regular
C101092,122,39,39,0,0.9934,9222.04,7943.5,364137.83,80,0,0,regular
C101093,1167,9,9,0,0.9835,2449.8,1926.89,19228.63,113,1,1,regular
C101094,868,37,35,2,0.9379,4537.19,4197.12,169015.02,62,2,2,regular
C101095,768,47,44,3,0.9268,6044.1,6025.21,238995.64,92,0,0,regular
C101096,934,10,10,0,0.995,1593.82,1263.6,16732.88,101,0,0,regular
C101097,824,34,28,6,0.812,1627.13,1346.15,44202.39,50,1,1,regular
C101098,213,27,27,0,0.9845,4937.48,4652.46,114443.91,100,0,0,regular
C101099,27,1,1,0,0.8869,5067.97,4937.81,4392.2,118,1,1,new
C101100,24,2,1,1,0.633,1625.57,1301.75,1573.21,14,1,1,new
C101101,388,40,37,3,0.9172,5679.49,4925.81,216101.37,92,2,1,regular
C101102,1168,44,37,7,0.8354,8638.73,7233.18,288075.21,74,0,0,regular
C101103,133,21,18,3,0.8802,3947.55,3993.23,62673.16,97,0,0,regular
C101104,76,2,2,0,0.9039,3043.5,2872.43,5860.98,65,1,1,new
C101105,459,16,14,2,0.8974,6340.29,5669.19,96864.15,24,3,2,regular
C101106,9,4,3,1,0.7841,3933.75,3882.48,12806.75,51,0,0,new
C101107,260,30,26,4,0.8723,1653.52,1503.11,45366.35,82,0,0,regular
C101108,1357,81,80,1,0.9873,11449.47,11434.81,895446.24,107,0,0,high_value
C101109,58,4,3,1,0.8632,3220.26,2696.37,9492.49,8,0,0,new
C101110,79,2,1,1,0.7023,2639.96,2076.49,2422.91,22,0,0,new
C101111,1062,25,25,0,0.995,10851.01,9580.33,241745.05,28,1,1,regular
C101112,1052,29,27,2,0.9222,6584.79,5458.97,151965.91,70,0,0,regular
C101113,1076,66,64,2,0.9633,16244.12,15928.59,1151950.18,1,0,0,high_value
C101114,470,51,47,4,0.9248,23584.07,21412.02,1107182.77,114,1,1,high_value
C101115,19,4,3,1,0.7933,3781.42,3211.48,9652.98,84,1,1,new
C101116,77,3,2,1,0.7965,4532.0,4376.36,9143.33,108,1,1,new
C101117,824,20,17,3,0.8471,7500.94,6799.24,118270.64,2,0,0,regular
C101118,394,46,40,6,0.8617,10318.98,9294.01,403764.8,32,0,0,regular
C101119,230,33,32,1,0.9811,9334.92,7686.27,314168.02,53,1,1,regular
C101120,355,39,32,7,0.8169,5014.43,5108.96,175372.41,92,0,0,regular
C101121,57,1,1,0,0.7819,4871.9,4570.64,5164.92,77,0,0,new
C101122,355,35,31,4,0.8878,3289.5,3240.67,114098.09,50,1,1,regular
C101123,44,2,2,0,0.8341,2399.33,2308.96,4416.81,36,3,3,new
C101124,776,9,9,0,0.995,5199.63,4683.33,49062.34,39,0,0,regular
C101125,175,16,14,2,0.8527,8954.48,7005.41,140023.8,44,4,3,regular
C101126,366,46,39,7,0.8422,3621.44,3404.16,133122.18,82,0,0,regular
C101127,259,30,27,3,0.8988,6072.23,4883.16,178678.79,104,0,0,regular
C101128,1113,39,34,5,0.8639,6234.86,6301.89,239980.85,57,0,0,regular
C101129,184,95,84,11,0.8804,7394.2,6209.82,647921.65,108,0,0,high_value
C101130,900,49,45,4,0.9152,11653.07,10116.73,471571.39,35,0,0,high_value
C101131,341,47,43,4,0.9241,3980.37,3631.59,158877.02,103,0,0,regular
C101132,83,4,4,0,0.9088,1662.22,1497.04,7007.87,0,0,0,new
C101133,814,44,38,6,0.8679,1499.63,1405.51,63246.15,89,0,0,regular
C101134,1498,55,52,3,0.9422,45664.4,44204.4,2035290.09,113,1,0,high_value
C101135,238,20,18,2,0.9033,9874.95,9498.07,168488.22,33,1,1,regular
C101136,899,47,41,6,0.8803,2148.56,2144.14,81050.09,81,0,0,regular
C101137,281,39,39,0,0.995,9548.82,8525.0,363696.62,8,0,0,regular
C101138,12,1,1,0,0.8273,1391.07,1263.37,1503.11,102,0,0,new
C101139,1062,9,9,0,0.9755,2596.47,2569.93,23387.89,58,0,0,regular
C101140,130,10,10,0,0.9836,4119.55,3492.39,41421.57,50,1,1,regular
C101141,228,38,38,0,0.9873,13848.17,11618.9,543442.15,110,0,0,regular
C101142,986,11,10,1,0.9515,3065.08,2397.47,30794.91,111,1,1,regular
C101143,81,17,15,2,0.91,1590.9,1522.87,25211.27,26,0,0,regular
C101144,841,24,22,2,0.9062,1940.44,1833.76,37657.08,115,2,2,regular
C101145,631,11,10,1,0.8954,7871.48,6662.52,67446.03,25,1,1,regular
C101146,455,19,15,4,0.78,1996.18,1619.26,32878.12,97,1,1,regular
C101147,1043,35,33,2,0.9531,9178.43,7252.86,300971.62,93,0,0,regular
C101148,1027,48,44,4,0.9247,4692.44,4209.52,193984.63,60,0,0,regular
C101149,431,26,25,1,0.9595,4413.71,3647.64,108830.02,71,1,1,regular
C101150,7,2,2,0,0.9165,825.23,800.82,1724.78,47,1,1,new
C101151,206,28,27,1,0.9499,2782.99,2805.27,66613.03,48,0,0,regular
C101152,62,3,3,0,0.8475,1078.05,1041.88,3257.05,61,1,1,new
C101153,35,1,1,0,0.7871,710.74,699.64,627.74,103,0,0,new
C101154,740,48,37,11,0.7614,10108.86,10288.69,414374.37,57,0,0,regular
C101155,58,4,4,0,0.995,1087.09,1041.21,4429.74,69,0,0,new
C101156,14,3,3,0,0.8832,733.28,671.8,2405.0,84,1,1,new
C101157,58,3,3,0,0.8541,2140.93,2086.13,6848.63,110,0,0,new
C101158,883,44,41,3,0.9301,3267.92,2991.21,146656.69,103,0,0,regular
C101159,917,32,28,4,0.8845,3595.84,3178.02,95905.36,44,0,0,regular
C101160,27,4,3,1,0.8365,1383.41,1089.85,3701.34,103,0,0,new
C101161,855,33,33,0,0.995,4461.16,4168.13,164513.85,53,0,0,regular
C101162,680,24,22,2,0.9078,2748.79,2736.15,67451.43,11,2,1,regular
C101163,16,3,2,1,0.7418,1775.88,1680.61,3960.14,8,0,0,new
C101164,27,1,1,0,0.6733,4735.06,4152.62,5430.08,24,1,0,new
C101165,429,22,20,2,0.8996,4081.26,3787.64,83980.11,44,0,0,regular
C101166,1146,6,5,1,0.8995,13663.52,13323.43,68573.71,48,1,0,regular
C101167,877,32,32,0,0.9881,5505.24,5303.85,191881.86,21,0,0,regular
C101168,902,21,19,2,0.9052,7737.8,6947.64,129823.08,21,1,1,regular
C101169,70,2,2,0,0.8692,2496.15,2163.67,5416.21,3,1,1,new
C101170,571,12,11,1,0.8841,3983.15,3486.24,47918.63,109,0,0,regular
C101171,1143,42,39,3,0.9356,5085.63,5074.94,202932.65,30,3,3,regular
C101172,296,23,22,1,0.9713,2912.15,2390.19,61913.2,77,1,1,regular
C101173,708,23,23,0,0.9817,5720.64,5646.93,137741.48,58,1,1,regular
C101174,139,41,41,0,0.9887,6509.97,5382.88,300140.21,43,0,0,regular
C101175,395,29,26,3,0.8937,6232.55,6328.62,145418.71,29,0,0,regular
C101176,714,5,5,0,0.9097,4110.02,3648.06,19385.53,7,2,2,regular
C101177,618,31,24,7,0.7612,8659.22,8278.41,218508.62,13,0,0,regular
C101178,1132,34,31,3,0.8982,3855.52,3682.22,131469.2,81,1,1,regular
C101179,759,19,19,0,0.9755,3650.21,3523.94,72517.99,54,0,0,regular
C101180,529,13,13,0,0.9638,10686.71,10360.28,142713.36,116,0,0,regular
C101181,80,3,3,0,0.9046,2731.78,2156.41,7176.85,17,0,0,new
C101182,21,3,2,1,0.7964,707.28,598.07,1386.43,111,0,0,new
C101183,83,4,4,0,0.9374,1395.42,1165.35,6235.01,10,2,2,new
C101184,21,1,1,0,0.9333,9110.17,8633.37,8732.03,87,0,0,new
C101185,726,42,37,5,0.8819,9720.45,9176.07,346817.54,115,1,1,regular
C101186,715,20,17,3,0.8427,3027.59,2577.35,49269.59,18,1,1,regular
C101187,559,99,92,7,0.9309,16088.29,15612.88,1419177.83,57,1,1,high_value
C101188,17,2,2,0,0.825,914.08,781.34,1775.92,110,2,2,new
C101189,709,33,31,2,0.9466,4198.64,3620.5,140831.85,96,1,1,regular
C101190,335,5,4,1,0.8851,2702.33,2366.5,10663.6,26,0,0,regular
C101191,782,30,27,3,0.9065,14510.76,13911.49,404377.08,20,1,1,regular
C101192,832,5,4,1,0.7793,4111.98,3218.97,16163.79,40,0,0,regular
C101193,1420,26,26,0,0.995,10034.57,10010.0,290158.6,55,0,0,high_value
C101194,98,18,16,2,0.9159,19661.82,18601.91,284270.5,35,0,0,regular
C101195,39,2,2,0,0.9786,1830.17,1685.2,3246.26,10,0,0,new
C101196,265,48,43,5,0.9037,7267.23,6082.38,303840.6,59,0,0,regular
C101197,714,36,32,4,0.8945,12342.07,11953.58,451141.58,49,0,0,regular
C101198,631,38,38,0,0.995,6506.2,6437.68,262054.47,36,0,0,regular
C101199,601,6,5,1,0.8463,8076.92,7272.23,41793.27,99,1,1,regular
C101200,1179,7,7,0,0.9299,4649.09,3952.62,31472.99,34,1,1,regular
C101201,666,39,33,6,0.8446,6988.86,6089.62,216458.86,107,0,0,regular
C101202,528,24,21,3,0.8765,4408.71,3879.23,105264.37,1,0,0,regular
C101203,136,27,25,2,0.9266,4445.76,3794.1,108707.32,62,0,0,regular
C101204,11,3,3,0,0.9701,3547.87,3373.76,11317.63,114,0,0,new
C101205,87,3,3,0,0.9859,4310.16,3715.89,14134.72,34,0,0,new
C101206,574,35,33,2,0.93,6090.34,5950.82,210479.0,78,2,2,regular
C101207,1097,37,33,4,0.8804,6081.09,5419.99,184578.19,88,0,0,regular
C101208,667,15,14,1,0.963,7355.35,6847.46,96425.14,41,2,2,regular
C101209,684,35,31,4,0.8917,6605.09,6654.69,175456.03,76,1,1,regular
C101210,550,12,11,1,0.9041,14940.91,13253.38,187492.75,78,1,1,regular
C101211,694,18,17,1,0.9317,8462.59,6946.8,158307.38,56,0,0,regular
C101212,136,40,37,3,0.9236,3973.81,3624.04,142797.12,45,0,0,regular
C101213,125,49,46,3,0.9487,5905.71,5310.43,303644.67,57,1,1,regular
C101214,602,7,7,0,0.929,10503.37,10165.37,65884.8,17,1,1,regular
C101215,741,34,32,2,0.9381,2544.91,2510.42,70248.46,59,2,2,regular
C101216,687,30,27,3,0.8905,15068.74,14330.81,362341.07,39,0,0,regular
C101217,549,32,27,5,0.8459,2827.22,2864.4,85115.41,40,0,0,regular
C101218,395,40,33,7,0.8243,7723.31,6523.16,228910.0,29,1,1,regular
C101219,85,1,1,0,0.8482,2835.56,2374.52,2468.18,62,0,0,new
C101220,30,2,1,1,0.7219,1450.76,1233.02,1313.9,0,0,0,new
C101221,113,17,13,4,0.7772,2059.22,1937.77,26087.79,6,2,2,regular
C101222,575,11,11,0,0.9816,7756.86,6483.26,85234.09,25,2,2,regular
C101223,870,25,22,3,0.8607,2077.29,1664.36,42079.7,68,0,0,regular
C101224,38,2,2,0,0.8664,10018.73,10165.54,21875.2,30,2,2,new
C101225,387,33,26,7,0.7778,9024.1,7720.18,266994.24,59,0,0,regular
C101226,1114,30,27,3,0.8959,13168.67,10974.44,333243.45,17,1,1,regular
C101227,802,28,28,0,0.995,3015.39,2611.63,95350.13,50,0,0,regular
C101228,1791,94,88,6,0.9369,11802.87,9655.01,1137714.65,54,0,0,high_value
C101229,44,3,2,1,0.7967,1801.95,1420.99,4021.24,38,0,0,new
C101230,1053,6,5,1,0.7934,4259.56,3634.65,18484.57,5,0,0,regular
C101231,318,16,13,3,0.8307,10029.87,8636.59,143454.84,74,1,0,regular
C101232,19,2,2,0,0.7568,1349.22,1315.01,2768.0,24,1,1,new
C101233,562,36,32,4,0.8891,6138.61,5429.92,169224.72,58,0,0,regular
C101234,155,23,21,2,0.9057,2120.85,2029.27,47926.89,85,0,0,regular
C101235,63,1,1,0,0.8417,2840.12,2716.78,2620.05,12,0,0,new
C101236,1166,47,39,8,0.8318,9074.83,8796.76,385460.43,81,0,0,regular
C101237,750,39,36,3,0.9344,6263.88,6266.65,234023.0,44,0,0,regular
C101238,90,3,2,1,0.7744,1971.27,1773.5,3933.48,60,0,0,new
C101239,29,3,2,1,0.7358,5766.42,4641.67,9883.82,9,0,0,new
C101240,781,14,12,2,0.8753,14047.81,11087.65,188280.45,59,1,1,regular
C101241,564,44,36,8,0.8156,5856.65,4830.91,188547.29,45,0,0,regular
C101242,376,49,43,6,0.8844,1878.9,1839.46,88783.59,21,0,0,regular
C101243,34,3,2,1,0.7342,1461.38,1341.32,3087.74,63,0,0,new
C101244,681,9,8,1,0.9336,2730.62,2221.71,19024.15,78,1,1,regular
C101245,791,36,33,3,0.9119,4748.29,3854.82,158678.18,46,1,1,regular
C101246,246,11,11,0,0.9639,2565.87,2550.38,32134.46,76,0,0,regular
C101247,760,48,43,5,0.8978,2195.35,1986.37,106374.04,40,2,1,regular
C101248,1116,29,26,3,0.9134,1157.79,950.84,26908.25,99,1,1,regular
C101249,1136,95,93,2,0.9799,14803.6,14732.83,1241752.87,33,0,0,high_value
C101250,64,2,2,0,0.9372,2079.48,1981.69,3726.8,95,0,0,new
C101251,23,3,3,0,0.9313,644.31,576.44,2081.49,45,1,1,new
C101252,30,4,3,1,0.8227,2623.17,2338.86,7068.61,66,0,0,new
C101253,897,49,40,9,0.8207,2917.77,2746.9,101465.42,8,1,1,regular
C101254,28,4,4,0,0.995,3747.11,3226.99,14495.33,8,0,0,new
C101255,936,12,10,2,0.8654,4320.49,4406.81,49256.49,119,0,0,regular
C101256,152,11,10,1,0.9143,2737.14,2650.36,25796.95,0,1,1,regular
C101257,127,20,20,0,0.995,5030.26,4697.41,107373.04,66,0,0,regular
C101258,791,10,10,0,0.9581,2421.48,2288.27,21628.39,54,1,1,regular
C101259,222,55,53,2,0.9687,17255.68,17584.58,947789.29,76,0,0,high_value
C101260,17,4,4,0,0.9678,1866.93,1461.04,7649.55,0,1,1,new
C101261,540,25,24,1,0.9743,4469.0,3510.3,120260.97,21,0,0,regular
C101262,886,21,19,2,0.9116,12003.14,11623.92,242876.07,40,1,1,regular
C101263,698,92,87,5,0.947,6476.97,5377.53,499390.1,110,0,0,high_value
C101264,1169,48,48,0,0.995,6090.58,5752.19,283998.54,41,2,2,regular
C101265,539,27,24,3,0.8933,3093.19,2786.35,63113.38,68,1,1,regular
C101266,65,1,1,0,0.9633,1754.93,1503.06,1618.57,68,0,0,new
C101267,943,85,83,2,0.9767,34811.48,29085.74,3297900.61,49,0,0,high_value
C101268,1037,6,6,0,0.9633,4580.79,4426.96,27119.8,99,0,0,regular
C101269,189,26,23,3,0.8764,6642.21,5453.49,169617.37,85,0,0,regular
C101270,1008,25,25,0,0.9856,25729.46,21049.09,551329.94,53,1,1,high_value
C101271,822,28,23,5,0.811,3543.98,3140.19,90805.25,36,0,0,regular
C101272,644,44,41,3,0.9429,3360.97,2717.77,153897.22,33,0,0,regular
C101273,359,44,38,6,0.8714,3322.26,3102.87,132056.99,112,1,1,regular
C101274,54,3,3,0,0.8438,2740.74,2790.27,7275.64,15,0,0,new
C101275,871,41,37,4,0.9092,3617.16,3470.66,148932.0,20,1,1,regular
C101276,12,4,3,1,0.8052,3850.14,3560.52,12936.0,31,2,2,new
C101277,72,3,2,1,0.8195,2706.38,2367.31,4927.32,99,1,1,new
C101278,266,48,41,7,0.859,3200.52,3255.3,148548.79,82,0,0,regular
C101279,701,5,5,0,0.9603,5368.13,5320.81,29908.86,115,0,0,regular
C101280,251,20,17,3,0.8471,8388.67,8195.24,129981.34,86,0,0,regular
C101281,506,33,30,3,0.894,3836.76,3204.47,111436.31,59,2,1,regular
C101282,201,23,21,2,0.9307,2477.98,2006.32,49487.88,4,1,0,regular
C101283,968,43,43,0,0.995,12768.5,10504.72,548753.46,105,0,0,regular
C101284,607,47,43,4,0.9161,16364.87,13780.62,785809.93,80,1,1,high_value
C101285,1020,42,42,0,0.995,12539.82,10026.94,585820.08,8,1,1,high_value
C101286,119,10,9,1,0.9264,10744.47,10671.63,87291.44,116,0,0,regular
C101287,488,14,11,3,0.7856,7143.6,5889.53,79785.04,74,0,0,regular
C101288,365,12,10,2,0.8381,4372.42,3648.29,44170.62,74,0,0,regular
C101289,769,38,34,4,0.8875,2504.52,2487.39,83886.7,42,0,0,regular
C101290,996,14,12,2,0.8672,3347.05,3380.36,42751.68,39,0,0,regular
C101291,319,35,28,7,0.814,9271.74,7725.47,270977.29,43,0,0,regular
C101292,937,20,19,1,0.9615,6775.61,5763.36,120050.95,6,1,1,regular
C101293,721,30,28,2,0.9256,4023.2,3910.65,107518.55,54,0,0,regular
C101294,999,44,40,4,0.9184,12987.86,13154.93,580043.41,7,0,0,regular
C101295,152,43,37,6,0.8684,4094.91,3832.52,143592.38,71,0,0,regular
C101296,19,4,3,1,0.8608,1294.54,1147.25,3818.48,24,0,0,new
C101297,79,3,2,1,0.7683,5964.97,5618.4,13622.44,73,0,0,new
C101298,379,48,43,5,0.8941,14351.42,13881.67,683255.87,44,0,0,regular
C101299,268,35,33,2,0.9367,7070.31,5706.01,247246.94,33,1,1,regular
C101300,1182,13,11,2,0.8622,4626.37,4091.9,47898.11,17,0,0,regular
C101301,1067,34,31,3,0.9158,4042.23,3984.64,130149.19,46,1,1,regular
C101302,209,33,32,1,0.9785,4458.69,4232.64,148756.87,8,0,0,regular
C101303,567,34,33,1,0.9839,2912.0,2378.83,93546.34,29,0,0,regular
C101304,896,24,24,0,0.9897,1981.9,1905.1,40946.14,55,1,0,regular
C101305,211,65,61,4,0.9337,10598.98,9965.01,620649.43,75,0,0,high_value
C101306,275,34,31,3,0.9119,3267.31,2756.03,101533.68,55,1,1,regular
C101307,470,25,22,3,0.8831,3262.1,2813.76,81457.79,12,1,1,regular
C101308,40,1,1,0,0.8383,3276.52,2802.93,3500.14,86,1,1,new
C101309,938,69,64,5,0.9301,13847.92,14102.44,782022.22,50,0,0,high_value
C101310,1155,18,16,2,0.8999,4519.96,3724.87,68011.05,75,0,0,regular
C101311,1144,97,94,3,0.9714,10293.71,10078.15,973902.74,117,1,1,high_value
C101312,865,39,39,0,0.9947,6695.96,6075.6,257312.86,5,0,0,regular
C101313,12,3,2,1,0.7776,1871.26,1855.02,3186.89,118,2,1,new
C101314,78,4,3,1,0.697,3493.07,3547.72,11847.05,114,0,0,new
C101315,971,10,10,0,0.9591,7201.65,7278.42,80745.73,62,0,0,regular
C101316,241,22,19,3,0.8814,3575.23,3521.68,76564.81,3,1,1,regular
C101317,83,4,3,1,0.7552,2427.21,2134.14,7125.56,29,1,1,new
C101318,952,45,43,2,0.9584,16303.88,13778.49,771182.28,27,1,1,regular
C101319,911,34,33,1,0.9845,2838.25,2431.47,99521.95,70,0,0,regular
C101320,905,34,30,4,0.8804,1179.44,1104.84,35507.77,82,3,2,regular
C101321,537,20,19,1,0.9709,2942.64,2536.69,48817.41,58,0,0,regular
C101322,17,1,1,0,0.7827,1258.69,1113.15,1133.27,42,1,1,new
C101323,77,21,21,0,0.9878,2542.84,2032.08,49206.22,5,0,0,regular
C101324,391,7,6,1,0.9085,2688.22,2594.24,18045.03,112,0,0,regular
C101325,662,16,15,1,0.9098,4596.28,3708.06,72364.49,118,0,0,regular
C101326,203,32,25,7,0.7878,1315.63,1132.61,37657.07,3,0,0,regular
C101327,208,48,43,5,0.8867,9222.52,8500.44,404471.97,39,0,0,regular
C101328,111,27,27,0,0.9913,1460.26,1325.16,34514.91,117,2,2,regular
C101329,57,3,3,0,0.995,1278.27,1271.05,3809.24,47,1,1,new
C101330,1191,40,38,2,0.9528,3704.63,3475.26,124380.66,74,2,2,regular
C101331,853,30,27,3,0.9121,7383.79,7157.63,223367.47,61,1,1,regular
C101332,1141,41,40,1,0.9738,5556.69,4738.9,207493.7,75,2,2,regular
C101333,1046,75,73,2,0.9692,18106.01,14697.4,1201699.69,105,0,0,high_value
C101334,1700,64,63,1,0.9841,24975.26,23936.27,1578931.67,45,0,0,high_value
C101335,1076,38,35,3,0.9134,3404.95,2781.36,130152.09,95,0,0,regular
C101336,52,1,1,0,0.9022,2569.54,2518.66,2577.51,54,0,0,new
C101337,809,28,26,2,0.9399,8344.47,8397.24,186900.09,24,0,0,regular
C101338,849,24,22,2,0.903,7382.55,6259.68,174254.02,8,0,0,regular
C101339,1008,48,48,0,0.995,5458.46,5254.53,225383.06,85,1,1,regular
C101340,31,3,3,0,0.9461,3302.17,2922.29,10216.71,72,0,0,new
C101341,761,7,7,0,0.959,4403.08,3750.36,31902.77,104,1,1,regular
C101342,724,26,24,2,0.929,5754.81,5084.22,126037.98,28,1,1,regular
C101343,1050,6,6,0,0.9538,15256.99,14268.71,90074.79,85,0,0,regular
C101344,1013,38,36,2,0.9362,17674.34,17977.21,542016.66,2,0,0,high_value
C101345,472,30,23,7,0.779,3616.05,3080.92,77771.87,16,1,1,regular
C101346,778,23,21,2,0.9337,3453.69,3279.03,75124.41,71,0,0,regular
C101347,686,14,13,1,0.9004,5684.26,4890.56,69110.72,64,2,2,regular
C101348,320,17,15,2,0.88,1259.9,1058.74,16333.74,71,0,0,regular
C101349,63,2,2,0,0.7696,763.17,711.0,1606.14,100,1,1,new
C101350,770,47,38,9,0.8166,7632.88,7348.25,311141.5,100,1,1,regular
C101351,1090,40,32,8,0.8017,3281.63,3124.67,116447.4,23,0,0,regular
C101352,721,29,29,0,0.9848,5033.42,5064.73,162414.7,24,0,0,regular
C101353,248,11,10,1,0.9377,15953.51,12854.83,159358.79,64,1,1,regular
C101354,1185,15,11,4,0.7652,5490.6,4995.12,58718.03,114,3,2,regular
C101355,37,4,3,1,0.8253,2580.45,2192.87,7940.75,80,0,0,new
C101356,387,16,15,1,0.9628,1931.21,1885.0,31511.58,17,0,0,regular
C101357,920,35,31,4,0.8932,3870.86,3076.89,119108.49,76,0,0,regular
